Case_no,Joint,Composition_Method,Pipe_OD,Pipe_WT,Yield_Strength,Tensile_Strength,C,Mn,S
3426,JT-10,LIBS_XRF,4.5,0.156,42003.33206346924,66083.86765080043,0.08224750844023561,0.995704301269027,0.010770597504945533
3427,JT-10,LIBS_XRF,4.5,0.156,46611.82305388771,69981.13158515772,0.16370197449100346,1.0553343965795134,0.007983229385365866
3428,JT-10,LIBS_XRF,4.5,0.156,41446.114200669406,68642.1264601131,0.10075572469088322,1.0357264400694042,0.018762433517723963
3429,JT-10,LIBS_XRF,4.5,0.156,40737.55345108059,67583.04622658333,0.09268921863780749,1.0265734529708135,0.01725656055628753
3430,JT-10,LIBS_XRF,4.5,0.156,56137.01235861508,72196.9584191928,0.1480526088928132,1.0539463973083003,0.012064989191513399
3431,JT-10,LIBS_XRF,4.5,0.156,41331.21630300952,64924.78899647638,0.12952564845059952,1.0295366753793538,0.001987799815408617
3432,JT-10,LIBS_XRF,4.5,0.156,42001.82476679876,69444.93570041451,0.07965638123483558,1.0060374732237651,0.0027834367476099516
3433,JT-10,LIBS_XRF,4.5,0.156,43177.504158428084,64227.26054480439,0.11887795162608394,0.9671998619095414,2.4366633341049455e-4
3434,JT-10,LIBS_XRF,4.5,0.156,48493.79109919827,69663.11615343936,0.08052451287552057,1.005109130296789,0.0023495353314254676
3435,JT-10,LIBS_XRF,4.5,0.156,43142.351175832446,67261.33580237688,0.14304144536550806,1.0177493788220795,0.0031873370863932755
3436,JT-10,LIBS_XRF,4.5,0.156,56304.69249469387,69132.37442660115,0.12496175504772844,1.0358526638599137,0.010066821787105275
3437,JT-10,LIBS_XRF,4.5,0.156,54561.03591831985,69650.16756760255,0.06788165843505814,1.0154641421537223,0.0015742701185493268
3438,JT-10,LIBS_XRF,4.5,0.156,43911.728416078135,63679.33146518126,0.13175548195426814,1.015511396540842,0.012374589746565542
3439,JT-10,LIBS_XRF,4.5,0.156,54560.31424192618,70706.72170773358,0.07764491478568904,1.0042319870042034,0.003516958424463083
3440,JT-10,LIBS_XRF,4.5,0.156,42276.94814036285,62529.52119823409,0.15601744171195525,1.0362636489529249,0.007225678638378494
3441,JT-10,LIBS_XRF,4.5,0.156,51103.80017786937,64525.19610042199,0.12589558350530716,1.073224511789128,0.0014677839135425008
3442,JT-10,LIBS_XRF,4.5,0.156,55907.51419585495,72894.1643733334,0.10166844052525585,1.031545369470698,0.007366995257108192
3443,JT-10,LIBS_XRF,4.5,0.156,34141.49107765361,67383.45734064224,0.1497680126877792,1.0432075169638593,0.006117046608171476
3444,JT-10,LIBS_XRF,4.5,0.156,42962.63604393139,70622.90652831698,0.057485439407441635,1.046685351679336,0.014543096715966597
3445,JT-10,LIBS_XRF,4.5,0.156,44262.20289607463,66209.59208076712,0.06922886498711436,1.0095305561678412,0.008329429281232214
3446,JT-10,LIBS_XRF,4.5,0.156,43462.97061692771,63626.56365110763,0.10574741775080589,1.0150168213550945,0.009252849352129307
3447,JT-10,LIBS_XRF,4.5,0.156,33220.23571374019,65885.19110440633,0.1134483732569962,1.0157177545989586,0.007969284369710967
3448,JT-10,LIBS_XRF,4.5,0.156,48065.9561605466,66072.06281432226,0.0922109935260005,1.021671600722767,0.012176476388160296
3449,JT-10,LIBS_XRF,4.5,0.156,44337.77293598135,67557.8575442762,0.14409610891133734,1.0134326745651843,0.0019821206041414617
3450,JT-10,LIBS_XRF,4.5,0.156,57635.65788108404,65327.26973275042,0.09879181061407918,1.0464683234383778,0.0018859067996690223
3451,JT-10,LIBS_XRF,4.5,0.156,35238.94542298085,63948.20469353486,0.18717375193298347,1.019309732566248,0.00471108674078655
3452,JT-10,LIBS_XRF,4.5,0.156,48691.37465947178,69638.72006818044,0.1696082086942863,1.0185236649625171,0.012817789120298316
3453,JT-10,LIBS_XRF,4.5,0.156,43733.635407085996,69556.8863935065,0.08077029410925779,1.0316247067587532,0.006780177293742044
3454,JT-10,LIBS_XRF,4.5,0.156,47809.48834695156,66109.61254467492,0.14783154205450888,1.0446915905917038,0.004788863739677516
3455,JT-10,LIBS_XRF,4.5,0.156,41192.386428588696,68471.35258027131,0.10442199003303801,1.0272612376711607,0.014896328126662393
3456,JT-10,LIBS_XRF,4.5,0.156,43290.40612643179,67801.92142005634,0.08985274458118123,0.9926351533845965,0.00468788634179747
3457,JT-10,LIBS_XRF,4.5,0.156,56141.07976035048,68693.21694599543,0.1366914489959757,1.0345030201899559,0.007303388576714435
3458,JT-10,LIBS_XRF,4.5,0.156,50831.370756648386,71251.51063514798,0.09397788338603245,0.9948519849412949,0.0037600474602022963
3459,JT-10,LIBS_XRF,4.5,0.156,51845.40015965147,64562.14109023847,0.14994808057812697,1.0078884599798739,0.0031352962346058535
3460,JT-10,LIBS_XRF,4.5,0.156,55326.66007052125,69742.7874023248,0.1488187917243546,1.0390478982612477,0.009776854026639026
3461,JT-10,LIBS_XRF,4.5,0.156,45894.81240022635,73637.43375511571,0.1814984377433033,1.0420746312690081,0.006555293277515621
3462,JT-10,LIBS_XRF,4.5,0.156,51700.98181620339,66399.64359476177,0.13721475958554513,1.0136274692505796,7.346097054979899e-4
3463,JT-10,LIBS_XRF,4.5,0.156,44805.176924510975,68038.21306198671,0.16633863895154963,1.015381456210449,0.0023855717145389293
3464,JT-10,LIBS_XRF,4.5,0.156,44840.32541512568,70490.67229310636,0.1524379103725489,1.0136855041960207,0.00535250704609159
3465,JT-10,LIBS_XRF,4.5,0.156,50255.598553080585,68700.47678959424,0.16196520863714237,1.0082530653464865,0.015909542606171924
3466,JT-10,LIBS_XRF,4.5,0.156,46777.80942385251,74454.90115099809,0.10222464745958641,1.0401705442455569,0.007003401839158496
3467,JT-10,LIBS_XRF,4.5,0.156,43453.27696796092,73644.72931567435,0.08755929988793626,1.028618360215081,0.00489664156584793
3468,JT-10,LIBS_XRF,4.5,0.156,54064.31849148057,66427.96105069612,0.1165977248395369,1.0289550369996077,0.0029122358415958633
3469,JT-10,LIBS_XRF,4.5,0.156,53257.08253416326,68921.69205433561,0.10634269580301901,1.0749476580763149,0.011400153964000171
3470,JT-10,LIBS_XRF,4.5,0.156,47523.83625697695,70376.24022573666,0.0695418544183769,1.0298950227551753,0.0032185646815457566
3471,JT-10,LIBS_XRF,4.5,0.156,42113.99428486716,67776.67962091058,0.12754638593513665,1.0401139326807745,0.018019197499565688
3472,JT-10,LIBS_XRF,4.5,0.156,43987.65439524907,73426.19874421718,0.12590286992769567,1.0316611355863337,0.0035063819067598563
3473,JT-10,LIBS_XRF,4.5,0.156,49469.71021718601,61513.80555979909,0.11021807553465725,1.0448100921173569,0.012611669049290994
3474,JT-10,LIBS_XRF,4.5,0.156,41519.57586086298,64504.37872315603,0.14231353615226477,1.042705674555309,0.005683233693305418
3475,JT-10,LIBS_XRF,4.5,0.156,40477.393452982644,71962.49622411892,0.12409239857556997,1.025696755964841,0.0041903383313859205
3476,JT-10,LIBS_XRF,4.5,0.156,36508.180859575266,63164.77428050954,0.09837839578383092,1.0576158155870592,0.009988410089852443
3477,JT-10,LIBS_XRF,4.5,0.156,50703.03831667957,67872.51155347818,0.08866924181528174,0.9944249123064813,0.0029085404682633775
3478,JT-10,LIBS_XRF,4.5,0.156,48351.166817783494,68270.79756664067,0.11171473352106548,1.0670274620653697,0.01160847079054668
3479,JT-10,LIBS_XRF,4.5,0.156,41629.683807630565,71161.3308008637,0.08248337331529228,1.026786701109115,9.222072444863305e-4
3480,JT-10,LIBS_XRF,4.5,0.156,42099.13954542601,66324.64644433623,0.1855291219213744,1.0142653590505581,0.020291885734056957
3481,JT-10,LIBS_XRF,4.5,0.156,46048.646873878744,67318.89327686466,0.1384040551039589,1.0067260764349903,0.0019588438058827234
3482,JT-10,LIBS_XRF,4.5,0.156,47931.61634466749,68178.61382629728,0.11532556728029951,0.9936268842793009,0.006027346276299209
3483,JT-10,LIBS_XRF,4.5,0.156,51095.60146065004,65699.86247108103,0.157444363871533,1.0308007150766156,0.007335239978396266
3484,JT-10,LIBS_XRF,4.5,0.156,52764.98785911552,64671.36128313477,0.12326373031965117,1.0160223640557633,0.0031605172981675022
3485,JT-10,LIBS_XRF,4.5,0.156,50347.9651678498,72029.56513025975,0.1396621176339682,0.9932555077429908,0.0045544036120447945
3486,JT-10,LIBS_XRF,4.5,0.156,53515.79162787948,63632.96554527506,0.1267045593787294,1.0160067205810739,0.023265332891174044
3487,JT-10,LIBS_XRF,4.5,0.156,48244.14413905012,60731.46245525491,0.09903150124629921,0.9984127617636391,0.01994149695592684
3488,JT-10,LIBS_XRF,4.5,0.156,38597.07262961946,70855.69088100822,0.1459495634132751,1.0113908802616478,0.004301893924958582
3489,JT-10,LIBS_XRF,4.5,0.156,53002.80369724556,67254.49054019141,0.1089138447781196,1.039328232065394,0.005221375504810649
3490,JT-10,LIBS_XRF,4.5,0.156,48157.22098123248,72757.44893532846,0.14846748868705956,1.0156210050704437,0.009337039964986422
3491,JT-10,LIBS_XRF,4.5,0.156,42091.81119216565,73472.5506142104,0.14067071768656578,0.9943891800010904,0.015181262179895209
3492,JT-10,LIBS_XRF,4.5,0.156,46604.99560145066,68882.1810137848,0.07363785207961429,1.0186564277520227,0.015829184875052735
3493,JT-10,LIBS_XRF,4.5,0.156,35270.896489747516,60747.64111516189,0.13502401087409546,0.9780348224311354,0.0010829919819798114
3494,JT-10,LIBS_XRF,4.5,0.156,41513.10782986709,67713.8154119973,0.1179097292926132,1.0505767548201843,0.005910196185197521
3495,JT-10,LIBS_XRF,4.5,0.156,50585.70041279509,65086.81896827993,0.10298020495425549,1.0217400400629655,0.00447980303720991
3496,JT-10,LIBS_XRF,4.5,0.156,47773.164591960405,69315.28972129422,0.12302001296857573,1.0219803029898293,0.010240290318948875
3497,JT-10,LIBS_XRF,4.5,0.156,50821.34528247707,65778.13609006582,0.13360461317584055,1.0218802154343658,0.012263868390414217
3498,JT-10,LIBS_XRF,4.5,0.156,54098.497256062445,66478.73824866235,0.12229324802107083,1.0180818982833313,0.005608256221149218
3499,JT-10,LIBS_XRF,4.5,0.156,41786.259658798954,66982.28350901672,0.10449812409142213,0.9793636195769735,0.001969615962513283
3500,JT-10,LIBS_XRF,4.5,0.156,48245.2876026554,65200.65996562925,0.13938811449172148,1.0027339452780006,0.003138797702819183
3501,JT-10,LIBS_XRF,4.5,0.156,42495.31297165256,76688.71566683313,0.1105220246343941,1.0265173314211649,0.0016432090919063854
3502,JT-10,LIBS_XRF,4.5,0.156,48260.394713735084,65721.83022757994,0.11984446704038289,1.0190144420020815,0.009410953494112086
3503,JT-10,LIBS_XRF,4.5,0.156,46783.295779470616,64031.10817097166,0.1364496305157132,1.0184350797415567,0.01086060017912757
3504,JT-10,LIBS_XRF,4.5,0.156,58918.492920266624,70805.87903468378,0.1443198478264258,1.0260481552810654,0.013506749812480989
3505,JT-10,LIBS_XRF,4.5,0.156,50624.042460716446,63969.09225042011,0.09260751066376034,1.0533535539923915,0.010837439242296468
3506,JT-10,LIBS_XRF,4.5,0.156,56484.076421180594,68167.94562846061,0.14525536761783367,1.0115743356240317,0.004108260624065696
3507,JT-10,LIBS_XRF,4.5,0.156,44653.77318633205,74998.44309069678,0.16874419768361948,1.0192284815231905,0.007393883137389673
3508,JT-10,LIBS_XRF,4.5,0.156,37188.93764601373,66792.63237784321,0.1416873377357106,0.9777199294256944,0.002284128847977674
3509,JT-10,LIBS_XRF,4.5,0.156,43332.84543517766,69081.82476667159,0.1154232011424331,1.0208265358196837,0.012284838890825095
3510,JT-10,LIBS_XRF,4.5,0.156,45968.80152052774,72178.40241417779,0.13659398060137798,1.0347612199773177,0.013219769162152959
3511,JT-10,LIBS_XRF,4.5,0.156,37600.232961776754,73416.60169866322,0.1402890594391354,1.046808682884429,0.005461173485896077
3512,JT-10,LIBS_XRF,4.5,0.156,49824.52629243686,67218.49272577329,0.08188539462276724,1.0234714844696684,0.006545463863504112
3513,JT-10,LIBS_XRF,4.5,0.156,49590.97112499927,61930.92098079279,0.13315024713427026,1.0201645309990712,0.005588660133220112
3514,JT-10,LIBS_XRF,4.5,0.156,51360.28699994753,70384.69066641753,0.0849243595458592,0.9988547241940261,0.010138276989055428
3515,JT-10,LIBS_XRF,4.5,0.156,45411.2834505121,69601.123105324,0.14188450667989919,1.0588710353044468,0.013490411927498239
3516,JT-10,LIBS_XRF,4.5,0.156,46640.94877514812,67923.71517776839,0.12333237472918823,0.9958540108375725,0.008204247843507737
3517,JT-10,LIBS_XRF,4.5,0.156,45332.424643440034,62418.32961877031,0.1703350241360273,1.0249945041651034,0.0042076964249248595
3518,JT-10,LIBS_XRF,4.5,0.156,42583.859760093364,68005.26372667833,0.09319549428379348,1.0128546483904277,0.0024057421857178176
3519,JT-10,LIBS_XRF,4.5,0.156,51149.72142151848,69555.33163946826,0.12153615344997211,1.016129455915912,0.0028045523415360855
3520,JT-10,LIBS_XRF,4.5,0.156,57752.4018976832,68359.25132365918,0.07184687006186843,1.0462115968627006,0.0018926621544403566
3521,JT-10,LIBS_XRF,4.5,0.156,54746.07713908451,65581.41540264036,0.10231707700978128,1.034502582043758,0.0034505013215658568
3522,JT-10,LIBS_XRF,4.5,0.156,59556.11033704376,65562.58701174894,0.07239759618528463,0.9965352193571528,0.009252297343645383
3523,JT-10,LIBS_XRF,4.5,0.156,47748.964693977774,67182.68558441244,0.1427847685223083,1.027132650417104,0.006667867059832312
3524,JT-10,LIBS_XRF,4.5,0.156,42788.10129435359,67159.34294483214,0.1361162127596217,1.008401451044275,0.007580123170667091
3525,JT-10,LIBS_XRF,4.5,0.156,48296.26471632188,68943.53202375046,0.08033029097941571,0.9713549791133937,3.066113765479905e-4
3526,JT-10,LIBS_XRF,4.5,0.156,42566.17378839687,74653.7609071466,0.10018419561892385,1.0201742807954102,0.0031303728699518286
3527,JT-10,LIBS_XRF,4.5,0.156,37094.21932648077,62540.112817374604,0.06023740223663794,1.0196968607987216,0.003165612905106881
3528,JT-10,LIBS_XRF,4.5,0.156,44238.54230432916,62442.855859305935,0.15885168378262846,1.0094037417690997,0.003881937511681377
3529,JT-10,LIBS_XRF,4.5,0.156,55179.23896870759,69605.4086853399,0.12215152018193244,1.03660244173345,0.006761095096791857
3530,JT-10,LIBS_XRF,4.5,0.156,43920.02719011596,67132.23744028219,0.15080597272046603,1.0228299528635865,0.007852586844437164
3531,JT-10,LIBS_XRF,4.5,0.156,51677.29597321704,67183.30277248986,0.10195083308623316,1.036583732479115,0.012375337481426014
3532,JT-10,LIBS_XRF,4.5,0.156,51442.58232065432,71038.89255993727,0.10199828205594175,1.0295722541229904,0.01006958813841546
3533,JT-10,LIBS_XRF,4.5,0.156,45034.821444010835,68665.28686228915,0.12218367942797587,1.0420854617924173,0.0016147893297733594
3534,JT-10,LIBS_XRF,4.5,0.156,36508.22738596974,70053.99954538951,0.16080349214359732,0.9888321993364193,0.007253699634980736
3535,JT-10,LIBS_XRF,4.5,0.156,42977.34723507519,66015.29626894863,0.11172769825654173,1.0095284867181205,0.010023557171942518
3536,JT-10,LIBS_XRF,4.5,0.156,53901.37493427544,64680.67516335463,0.08673472750303793,1.022802139462632,0.006653835725637984
3537,JT-10,LIBS_XRF,4.5,0.156,52006.07461022899,73434.65912105395,0.12712189474612154,1.0465093253245747,0.009316244853870021
3538,JT-10,LIBS_XRF,4.5,0.156,48619.528567963964,63203.18717762007,0.133117206591416,1.006172168591289,0.008671849603453786
3539,JT-10,LIBS_XRF,4.5,0.156,45172.799728527585,71628.44406107595,0.13937726709385856,1.0364585128954533,0.011392855536993728
3540,JT-10,LIBS_XRF,4.5,0.156,43901.30106247586,67685.88007423945,0.18153698707378707,1.0106009258054856,0.017237576660742035
3541,JT-10,LIBS_XRF,4.5,0.156,57951.28859794181,68064.2549020511,0.0876070157428146,1.0188873400841907,0.008230332593901473
3542,JT-10,LIBS_XRF,4.5,0.156,52805.198009987245,64789.74415862448,0.13578981461802425,1.0344386232656173,0.006906572222840023
3543,JT-10,LIBS_XRF,4.5,0.156,54649.28424459419,64152.02162656531,0.13194410837067086,1.0619551283953372,0.021635344840025918
3544,JT-10,LIBS_XRF,4.5,0.156,49428.05414731389,68157.55737185002,0.09931019129366406,1.0258639403363914,0.003452894449717198
3545,JT-10,LIBS_XRF,4.5,0.156,43998.022428485536,72377.27116913651,0.21271929620178778,1.0424356219788373,0.011721795026689928
3546,JT-10,LIBS_XRF,4.5,0.156,55188.21385684898,64873.48465164327,0.1466073716823752,1.031096624034117,0.0027110256244774105
3547,JT-10,LIBS_XRF,4.5,0.156,38826.98329284708,71012.20822135119,0.06813109009509324,1.0098529113383585,5.293592668896214e-4
3548,JT-10,LIBS_XRF,4.5,0.156,48262.88746170646,70530.72140994016,0.1584424175892256,1.0086668756987314,0.0010770662064730713
3549,JT-10,LIBS_XRF,4.5,0.156,57672.498192839215,75381.42119757981,0.16416452016825278,0.9943543621641862,0.007428222403586983
3550,JT-10,LIBS_XRF,4.5,0.156,48275.661125365754,61975.60280332169,0.15298937509883975,0.9805521757451192,0.013348803444856627
3551,JT-10,LIBS_XRF,4.5,0.156,49493.33572586198,70310.74178072768,0.11449075630460948,1.0563688288240478,4.3724208699615834e-4
3552,JT-10,LIBS_XRF,4.5,0.156,40402.28691853745,68762.45856583603,0.06703585501275583,1.0262106998360008,4.5723125347298956e-4
3553,JT-10,LIBS_XRF,4.5,0.156,36188.56824741681,71318.53182189328,0.1403355448926484,1.0240699439240921,0.008457377042797106
3554,JT-10,LIBS_XRF,4.5,0.156,54221.16337584382,66651.93805486168,0.11254183216885032,1.014005007233183,0.0033892714975258024
3555,JT-10,LIBS_XRF,4.5,0.156,54231.24918618326,58474.277551373336,0.1161075634606384,1.0411449949438312,0.009508923948617054
3556,JT-10,LIBS_XRF,4.5,0.156,49660.53321465475,71113.52801384966,0.1748223139101809,1.0171831194859045,0.014888741685644623
3557,JT-10,LIBS_XRF,4.5,0.156,50782.072234760315,67786.46182929212,0.13236878226805252,1.030260669419132,0.002419196278052262
3558,JT-10,LIBS_XRF,4.5,0.156,48691.91329461701,70647.97298477236,0.14917352272747883,1.0041969186031479,0.001695387897559721
3559,JT-10,LIBS_XRF,4.5,0.156,47505.197284104994,75058.46460989895,0.155386633821903,1.0150446562450703,5.741739541552625e-4
3560,JT-10,LIBS_XRF,4.5,0.156,40224.097989960486,69313.40917116993,0.07946275205923509,1.0456139660053045,0.0037939015233022086
3561,JT-10,LIBS_XRF,4.5,0.156,52943.813686153924,68080.39882675334,0.15690820503571554,1.0370073976817826,0.0023877542932963522
3562,JT-10,LIBS_XRF,4.5,0.156,38615.925587786376,66088.22052341535,0.12700256586783293,1.0238811334935936,0.009802550777452474
3563,JT-10,LIBS_XRF,4.5,0.156,37117.04393279204,67469.39364957834,0.14229122626048152,1.0077514363910085,0.01553497451283634
3564,JT-10,LIBS_XRF,4.5,0.156,51873.34254984611,62349.31734161428,0.10245060793619487,1.0173836016602078,0.007709044795904447
3565,JT-10,LIBS_XRF,4.5,0.156,44444.738476533304,66433.7884563102,0.10127865451426471,1.0031835926776924,0.0147908119113996
3566,JT-10,LIBS_XRF,4.5,0.156,49100.88999934539,69708.96678220438,0.08860431928546213,1.042933424946144,0.0036882765018467463
3567,JT-10,LIBS_XRF,4.5,0.156,46287.593577760104,70185.43985128793,0.15930270580473838,1.0067763460498058,0.0014051004756963055
3568,JT-10,LIBS_XRF,4.5,0.156,44674.582852997104,65883.31540042607,0.135783272503196,1.046839192587302,0.020066930496968845
3569,JT-10,LIBS_XRF,4.5,0.156,45714.016029207436,68609.55252881387,0.14778803749238395,0.9952337187585043,0.006837117693281282
3570,JT-10,LIBS_XRF,4.5,0.156,51584.943414142705,62924.70279758034,0.11957112722285723,0.9774272124968313,0.007692263573675008
3571,JT-10,LIBS_XRF,4.5,0.156,45041.29718758567,70294.02686115046,0.13758498049114437,1.0264504239942507,0.0034807866951591685
3572,JT-10,LIBS_XRF,4.5,0.156,55501.74771334026,71460.92592896232,0.1184105508326672,1.0539671828832904,0.0043269236656270724
3573,JT-10,LIBS_XRF,4.5,0.156,48206.82021423687,69518.53472861716,0.12782395642899516,1.051195981629069,0.006668389482906706
3574,JT-10,LIBS_XRF,4.5,0.156,44083.42044203409,73582.3609633214,0.09881950243757581,0.987035078244111,0.00865985576713468
3575,JT-10,LIBS_XRF,4.5,0.156,35995.248995493064,69133.4110364273,0.1574390143123904,1.0306372566362838,0.0015825492450753942
3576,JT-10,LIBS_XRF,4.5,0.156,50472.86785077027,73382.53697989634,0.12940960869316895,0.9931225828776249,0.006778037016567368
3577,JT-10,LIBS_XRF,4.5,0.156,32617.7959137492,66576.84755759059,0.08562513903791064,1.004768295910173,0.0013117506122400776
3578,JT-10,LIBS_XRF,4.5,0.156,51078.94634652658,60524.628949796366,0.18168164257164296,1.0103278180388866,0.012814888324107553
3579,JT-10,LIBS_XRF,4.5,0.156,56579.50452720681,71878.66082989518,0.12633451419105002,1.0152717719689046,0.004871681027478691
3580,JT-10,LIBS_XRF,4.5,0.156,53504.22621005397,63493.087181732684,0.13096169418918172,1.0320812688931074,0.015092175496502984
3581,JT-10,LIBS_XRF,4.5,0.156,48121.32431496843,73219.49208644414,0.18362855568074868,1.0299353965903129,0.003950966922912846
3582,JT-10,LIBS_XRF,4.5,0.156,41588.32545800903,77255.75442571819,0.11193679650428293,0.9922748545748012,0.009666925676932411
3583,JT-10,LIBS_XRF,4.5,0.156,49642.45257830489,71394.10085703034,0.1559927163336513,1.0181831377226898,0.017829266681376146
3584,JT-10,LIBS_XRF,4.5,0.156,41365.98451694599,71821.40413179179,0.14029039540250574,1.002623820585373,0.001555781589692228
3585,JT-10,LIBS_XRF,4.5,0.156,50041.9825311412,74855.75310505513,0.13483369994052596,0.9832436130337613,0.012931030238243985
3586,JT-10,LIBS_XRF,4.5,0.156,43402.39633788907,67459.23408632241,0.08910941523390406,1.0151555260145597,0.00682797853756092
3587,JT-10,LIBS_XRF,4.5,0.156,57102.86610476853,75805.14854802733,0.137256499468873,1.0230755371190055,0.01159344949383401
3588,JT-10,LIBS_XRF,4.5,0.156,38002.630257727535,71007.19250085684,0.08569001784741792,1.0312465547793872,0.018893675205903973
3589,JT-10,LIBS_XRF,4.5,0.156,52943.83190146065,66954.42679013734,0.09970438103510476,1.0266815853824565,0.01127790477061845
3590,JT-10,LIBS_XRF,4.5,0.156,42594.5167183822,67962.85148274478,0.12523870880484628,1.0237237358364812,0.004050582024751403
3591,JT-10,LIBS_XRF,4.5,0.156,52344.70697973261,64941.481711350396,0.11347743291811654,1.0230920787135098,0.015038544480068205
3592,JT-10,LIBS_XRF,4.5,0.156,42894.28607640145,67686.25475716882,0.1369308152812492,1.0280010516259186,0.014924961879636434
3593,JT-10,LIBS_XRF,4.5,0.156,54376.954882400205,70321.83326193815,0.11117367022525436,1.007604861791769,0.005619196671499221
3594,JT-10,LIBS_XRF,4.5,0.156,41688.76485247746,63813.20236157122,0.10311252053460856,1.0226242915793335,0.019614076419833905
3595,JT-10,LIBS_XRF,4.5,0.156,57804.677775238,70011.92720245737,0.1288958627250718,1.0229263328220368,0.008828861588921474
3596,JT-10,LIBS_XRF,4.5,0.156,45034.535486416025,66485.72747714762,0.08868006357365298,1.0270850412286987,0.0031656783999326893
3597,JT-10,LIBS_XRF,4.5,0.156,48700.85757263559,74912.13033657247,0.16619484648608998,1.015076793694957,0.006703614694901535
3598,JT-10,LIBS_XRF,4.5,0.156,45390.524631956,68563.03937106101,0.17836663454785412,1.022477382362751,0.013438149725300759
3599,JT-10,LIBS_XRF,4.5,0.156,56780.518816290016,67169.19872003315,0.12315118354589315,1.0016009837988078,0.010705615320856699
3600,JT-10,LIBS_XRF,4.5,0.156,43423.962315602206,66155.10956063947,0.11448248245372351,1.028490198330729,0.005978069690560072
3601,JT-10,LIBS_XRF,4.5,0.156,52980.17043236239,64407.404033042316,0.11745454505212936,1.0356541114556173,0.014387968129262784
3602,JT-10,LIBS_XRF,4.5,0.156,43832.00531975637,66344.06803726575,0.12017598661493062,1.0279336111135233,0.006136854335272769
3603,JT-10,LIBS_XRF,4.5,0.156,47975.06092346263,73141.50537720865,0.12844829937707777,1.0366352695369174,0.014191532735675663
3604,JT-10,LIBS_XRF,4.5,0.156,43243.39545371641,66067.60124581818,0.17606629933344756,1.0087428614615732,0.0031087623016566803
3605,JT-10,LIBS_XRF,4.5,0.156,53689.850979925395,71045.44746129034,0.14345233026045345,1.0106626778924752,9.182752821505988e-4
3606,JT-10,LIBS_XRF,4.5,0.156,46853.27402658724,61970.74045962091,0.13289741903661562,1.0174189259048736,0.0039931495629817
3607,JT-10,LIBS_XRF,4.5,0.156,55399.54752346102,65895.08936733716,0.1442617766636715,1.0334562582400133,0.008636497599755077
3608,JT-10,LIBS_XRF,4.5,0.156,49920.30183016681,69011.34100489826,0.16613487487455178,1.0168126894082392,0.01157722749841491
3609,JT-10,LIBS_XRF,4.5,0.156,44203.79269696945,61381.40279383381,0.1377548874687799,0.9781119006470425,0.009934743633935808
3610,JT-10,LIBS_XRF,4.5,0.156,44556.274027091364,73018.52209893339,0.11274155630972463,0.9984477886287592,0.00788077837898673
3611,JT-10,LIBS_XRF,4.5,0.156,49438.01256894196,68496.37430345187,0.08702209258548177,0.999165690827551,8.065398152233634e-4
3612,JT-10,LIBS_XRF,4.5,0.156,52240.312541396735,68483.82756857752,0.15614357907836515,1.010582166809437,0.00914677435949773
3613,JT-10,LIBS_XRF,4.5,0.156,46526.74631173238,64248.96063261281,0.12636414766008233,1.0325314096876992,0.003116146776394643
3614,JT-10,LIBS_XRF,4.5,0.156,48960.344660364106,61806.44517535898,0.0884302353794558,1.000066965570426,0.005331878368658381
3615,JT-10,LIBS_XRF,4.5,0.156,59438.68914552715,67694.260341552,0.06387732944505517,1.0249365595688409,0.0011376656183234926
3616,JT-10,LIBS_XRF,4.5,0.156,38649.727766981014,67564.68415760528,0.11400322810506638,1.0535294356399323,0.004292295907063615
3617,JT-10,LIBS_XRF,4.5,0.156,47064.478734958335,64366.85187773082,0.10806026090588487,1.0215204178636488,0.0025240464034830315
3618,JT-10,LIBS_XRF,4.5,0.156,45782.680654269316,65070.48581131863,0.11461804641833051,1.0414520338447268,0.0017761355890192811
3619,JT-10,LIBS_XRF,4.5,0.156,47320.76228541076,69135.05537108326,0.13040318342287016,1.011617092050124,0.004326352547023907
3620,JT-10,LIBS_XRF,4.5,0.156,51042.28218674987,69159.71090040175,0.15203419600319903,1.0129324362276675,2.637858432706034e-5
3621,JT-10,LIBS_XRF,4.5,0.156,42221.27650806278,63869.60725729708,0.12844307646751033,1.0225509249999594,0.005847844522861204
3622,JT-10,LIBS_XRF,4.5,0.156,40881.302628585094,61014.26365353464,0.12605035272076281,1.0257226982216292,0.0076477259400073395
3623,JT-10,LIBS_XRF,4.5,0.156,47976.54096249383,61954.535425012946,0.12398581131985913,1.0177396134015884,0.00761486804023998
3624,JT-10,LIBS_XRF,4.5,0.156,50901.42109198574,63581.4843538116,0.1370762255481329,1.0114299413382073,0.003651013629521144
3625,JT-10,LIBS_XRF,4.5,0.156,44748.781519519885,64222.95056280247,0.11510382249593827,1.0323101262813996,0.0030674751165783607
3626,JT-10,LIBS_XRF,4.5,0.156,49198.3977413182,59434.82844612877,0.16793574871135877,1.0241194055659184,0.013608944265712951
3627,JT-10,LIBS_XRF,4.5,0.156,41065.427521318874,64131.97335793981,0.12472157029308688,1.0219113753917555,0.016796924161789226
3628,JT-10,LIBS_XRF,4.5,0.156,42338.89279946018,68239.20557516557,0.1445977884247703,1.0458462220228288,0.007538400708942281
3629,JT-10,LIBS_XRF,4.5,0.156,48176.96246100679,60164.38698123136,0.11062564773766204,1.0082648040577633,0.009451068002193235
